Id,AyahText,SurahNo,AyahNumber,Comment
2644,"Сен айт: “Эй одамлар, мен сизни очиқ ҳолда огоҳлантираман”.",22,49,
2645,"Имон келтириб, солиҳ амал қилганлар учун кечирим ва мўл ризқ бор.",22,50,
2646,"Оятларимизни ожиз қолдириш/уларга тўсқинлик қилиш учун югуриб-елаётганлар эса, Жаҳаннам аҳлидир.",22,51,
2647,"Сендан олдин қачон Набий ёки Расул юборган бўлсак, у таманний этганида шайтон унинг таманнийсига ташлаган. Лекин Аллоҳ шайтоннинг ташлаганини насх этади/нусхасини қайд этиб қўяди, сўнгра Ўз оятларини мустаҳкамлайди. Аллоҳ Алим Ҳаким/Билгувчи, Ҳикматли ва Ҳукм қилувчи.",22,52,
2648,"Шайтоннинг ташлаганини, фақатгина қалбида марази борлар ва қалби қотганлар учун фитна/синов қилиш учун; золимлар фақат узоқ айрилишда.",22,53,
2649,Илм берилганлар бунинг Раббингдан ҳақ эканини билиши ва унга ишониши ҳамда диллари уни ҳурмат қилиши учун. Аллоҳ Имон келтирганларни Тўғри Йўлга йўллайди.,22,54,
2650,"Кофир бўлганлар, то уларга Қиёмат Соати қўққисдан келгунигача ёки уларга туғмас/хайрсиз Куннинг азоби келгунигача, бу ҳақда шубҳада қолаверади.",22,55,
2651,"У Кунда Мулк/Эгалик Аллоҳнинг, улар ўртасида Ўзи ҳукм қилади. Имон келтириб, солиҳ амал қилганлар - неъмат тўла боғ-роғларда.",22,56,
2652,Кофир бўлганлар ҳамда оятларимизни ёлғон санаганлар учун эса Хорловчи Азоб бор.,22,57,
2653,"Аллоҳ йўлида ҳижрат қилган, сўнгра ўлдирилган ёки вафот этганларга эса, Аллоҳ Ўзи энг яхши ризқлардан беради. Аллоҳ энг яхши ризқ берувчи.",22,58,
2654,"Уларни ўзлари рози бўладиган масканларга киритади. Ҳақиқатан, Аллоҳ Алим Ҳалим/Билгувчи, мулойим муомала қилгувчи.",22,59,
2655,"Ана шундай. Ким ўзига қилинган тажовузнинг тенги билан қайтарса, сўнгра унга такрор тажовуз қилинса, Аллоҳ унга ёрдам беради. Албатта, Аллоҳ Афув Раҳим/Кечиримли, раҳмдил.",22,60,
2656,"Ана шундай, зеро Аллоҳ кечани кундузга киритади, кундузни кечага, зеро Аллоҳ Самиъ Басир/Эшитувчи Кўргувчи.",22,61,
2657,"Ана шундай. Аллоҳ ҳақдир, Ундан ўзга дуо қилиб чақираётганлари эса ботил. Аллоҳ Алийй Кабир /Олий ва Улуғ.",22,62,
2658,"Аллоҳ Осмондан сув тушириб, Ерни кўкартирганини кўрмадингми? Албатта, Аллоҳ Латиф Хобир/лутфи-карами кенг, барча нарсадан хабардор.",22,63,
2659,"Осмонлару-Ердаги барча нарса Унинг. Аллоҳ Ғаний Ҳамид/бой-беҳожат, мақтовга лойиқ.",22,64,
2660,"Аллоҳ Ердаги барча нарсани, Ўз амри билан денгизда сузган кемаларни сизга бўйсундириб берганини кўрмадингми? Ерга қуламаслиги учун Самони тутиб туради. У фақат Унинг изни билан қулайди. Аллоҳ инсонларга нисбатан Рауф Раҳим /шафқатли ва раҳмдил.",22,65,
2661,"Сизга ҳаёт берган, кейин сизга ўлим берадиган, кейин яна ҳаётга қайтарадиган Унинг Ўзидир. Ҳақиқатан, инсон ўта нонкўр.",22,66,
2662,"Биз ҳар бир умматга, амал қиладиган мансак/ибодат усули қилиб берганмиз, бу ҳақда сен билан тортишмасинлар. Сен фақат Раббингга чақир, зеро сен Тўғри Йўлдасан.",22,67,
2663,"Агар сен билан тортишсалар, сен айт: “Аллоҳ қилаётган ишларингизни жуда яхши билади”.",22,68,
2664,Аллоҳ Қиёмат куни орангиздаги ихтилофлар ҳақида Ўзи ҳукм қилади”.,22,69,
2665,"Билмасмидинг, Аллоҳ Осмону-Ердаги барча нарсани билади-ку?! Буларнинг барчаси Китобга/Қонунга кўра. Бу Аллоҳ учун осон.",22,70,
2666,"Аллоҳдан ўзгаларга қуллик/хизмат қилмоқдалар, ҳолбуки улар ҳақида бирон ҳужжат нозил қилмаган, улар ҳақида ҳеч қандай маълумотга ҳам эга эмаслар. Бундай золимлар учун ҳеч қандай ёрдамчи йўқ.",22,71,
2667,"Уларга очиқ баён этилган оятларимиз ўқилса, кофир бўлганларнинг сиймоларида мункар/норозиликни кўрасан. Уларга оятларимизни ўқиганларга салкам ҳужум қиладилар. Сен айт: “Сизларга бундан-да ёмонроқ хабарни айтайми? Аллоҳ кофирларга ваъда қилган Олов! Қанчалар аянчли оқибат!”",22,72,
