"No","Text","Izohli","SurahNo","AyahNo"
"26:197","Бани Исроил олимлари буни билади, мана шунинг ўзи улар учун етарли оят-далил эмасми?","",,
"26:198","Агар уни баъзи Ажамийларга нозил қилганимизда,","",,
"26:199","Ва уларга уни ўқиб/қироат қилиб берганларида ҳам, барибир ишонмаган бўлишарди.","",,
"26:200","Ана шундай қилиб, Биз уни жиноятчилар қалбига йўлладик.","",,
"26:201","Улар то ўша Аламли Азобни кўрмагунча, ишонмайдилар.","",,
"26:202","У уларга қўққисдан келади, ҳатто сезмай ҳам қолишади.","",,
"26:203",Улар дейдилар: “Бизга муҳлат берилармикан?”,"",,
"26:204",Улар ҳали Бизнинг азобимизни тезлатмоқчими?,"",,
"26:205","Ҳеч ўйлаб кўрдингми, агар уларни йиллар мобайнида баҳраманд этсак,","",,
"26:206","Кейин уларга қилинган ваъда келса ҳам,","",,
"26:207",Уларнинг баҳраманд бўлганлари ҳеч қандай фойда бермайди.,"",,
"26:208","Биз бирор шаҳарни ҳалок қилган бўлсак, унга бир огоҳлантирувчи келган,","",,
"26:209",Ўгитлар берувчи. Биз ҳеч бирига ноҳақлик қилган эмасмиз.,"",,
"26:210",У билан Шайтонлар/йўлдан оздирувчи таълимотлар нозил бўлмайди.,"",,
"26:211","Бу уларга мумкин ҳам эмас, улар бундай қила олмайди ҳам.","",,
"26:212","Ҳақиқатан, улар уни тинглашдан четлатилганлар.","",,
"26:213","Аллоҳ билан бирга ўзга Илоҳга дуо қилмагин, акс ҳолда сен ҳам азобда қоласан.","",,
"26:214",Энг яқин қариндошларингни огоҳ этгин.,"",,
"26:215",Сенга эргашган муминларга қанотингни паст тутгин.,"",,
"26:216","Агар сенга осий бўлсалар, сен айт: “Сизлар қилаётган ишлардан йироқман/уларга алоқам йўқ”.","",,
"26:217",Азиз ва Раҳим Зотга суянгин/Куч-қудрат ва Раҳм-шафқат эгасига таваккал қилгин.,"",,
"26:218","У сени кўриб туради, қиём этганингда ҳам,","",,
"26:219",таслим бўлганлар орасида эканингда ҳам.,"",,
"26:220",Самиъ ва Алим/Барча нарсани эшитувчи билувчи Унинг Ўзидир.,"",,
"26:221","Шайтонлар кимга тушади, хабар берайми?","",,
"26:222","Ҳар бир уйдирмачи гуноҳкорга тушади,","",,
"26:223","Улар қулоқ тутадилар, уларнинг кўплари ёлғончи/каззоб бўлади.","",,
"26:224",Шоирларга эса фақат Тўғри Йўлдан тойганлар эргашади.,"",,
"26:225",Уларни дуч келган водийда изғишини кўрмадингми?,"",,
"26:226",Ва ўзлари амал қилмайдиган гапларни гапиришини?,"",,
"26:227","Имон келтириб, солиҳ амал қилганлар мустасно. Улар Аллоҳни кўп ёд этади, ҳамда зулмга учраганларидан кейин унга ёрдам берилади. Зулм қилганлар эса қандай қилиб ағдарилишларини тез орада билиб олади.","",,
"27:1",То Син. Булар - Қуръоннинг ва очиқланган/очиқлаган Китобнинг оят-ишоратлари.,"",,
"27:2",Имон келтирганларга Тўғри Йўлни кўрсатади ва Хушхабар беради.,"",,
"27:3","Улар Салотни қоим қиладиган/Кўрсатилган Йўлга эргашадиган, Закотни адо этадиган/уни покиза тутадиган ва Охиратга қатъий ишонадиган кишилардир.","",,
"27:4",Охиратга ишониб тасдиқ этмайдиганларнинг эса амалларини ўзларига чиройли қилиб қўйдик ва улар адашиб-улоқиб юраверди.,"",,
"27:5","Ана ўшалар учун Азобнинг Ёмони бор, Охиратда энг кўп бой бергувчилар ҳам шулар.","",,
"27:6",Сенга ушбу Қуръон Ҳаким ва Алим тарафидан берилган/ҳикмат ва илм Эгаси.,"",,
"27:7","Мана Мусо деди аҳлига: “Мен узоқда бир олов пайқадим, ё сизга ундан хабар келтираман, ёки сизлар ёқиб исинишингиз учун чўғ келтираман”.","",,
"27:8","Оловнинг ёнига келгач, нидо қилинди: “Оловдаги ҳам, унинг атрофидагиларга ҳам қут-баракот бўлсин. Оламларнинг Рабби Аллоҳ пок ва олийдир”.","",,
"27:9","“Эй Мусо, ҳақиқатан Мен, ҳа Мен Азиз ва Ҳаким/қудратли ва ҳикматли Аллоҳман!","",,
"27:10","Асоингни ташла!” У гўёки кўринмас жонзот каби кўринди, Мусо ортига бурилиб қоча бошлади, ҳолбуки ҳеч ким қувмаётган эди. “Эй Мусо, қўрқма, Менинг ҳузуримдаги Расуллар қўрқмаслар”.","",,
"27:11","Ким ноҳақлик содир этиб, сўнгра содир этганлари ўрнига яхшилик қилса, Мен унга Ғафур ва Раҳим/кечиримли ва раҳмдилман.","",,
"27:12","Қўлингни қўйнингга сол/тинчлан. Сен энди Фиръавн ва қавмига йўналган тўққиз оят ила оқ, ёмонликлардан фориғ чиқади/сен оқ чиқасан. Ҳақиқатан, улар бўйинтовлаган қавм бўлдилар.","",,
